chrom	start	end	name	repeat_unit_size	color_rgb
chr11_hap2	53532670	53533520	#3067:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53533520	53534370	#3068:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53534370	53535220	#3069:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53535220	53536070	#3070:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53536070	53536920	#3071:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53536920	53537770	#3072:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53537770	53538620	#3073:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53538620	53539470	#3074:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53539470	53540320	#3075:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53540320	53541170	#3076:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53541170	53542020	#3077:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53542020	53542870	#3078:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53542870	53543720	#3079:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53543720	53544570	#3080:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53544570	53545420	#3081:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53545420	53546270	#3082:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53546270	53547120	#3083:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53547120	53547970	#3084:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53547970	53548820	#3085:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53548820	53549670	#3086:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53549670	53550520	#3087:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53550520	53551370	#3088:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53551370	53552220	#3089:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53552220	53553070	#3090:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53553070	53553920	#3091:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53553920	53554770	#3092:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53554770	53555620	#3093:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53555620	53556470	#3094:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53556470	53557320	#3095:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53557320	53558170	#3096:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53558170	53559020	#3097:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53559020	53559870	#3098:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53559870	53560720	#3099:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53560720	53561570	#3100:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53561570	53562420	#3101:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53562420	53563270	#3102:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53563270	53564120	#3103:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53564120	53564970	#3104:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53564970	53565820	#3105:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53565820	53566670	#3106:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53566670	53567520	#3107:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53567520	53568370	#3108:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53568370	53569220	#3109:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53569220	53570070	#3110:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53570070	53570920	#3111:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53570920	53571770	#3112:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53571770	53572620	#3113:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53572620	53573470	#3114:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53573470	53574320	#3115:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53574320	53575170	#3116:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53575170	53576020	#3117:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53576020	53576870	#3118:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53576870	53577720	#3119:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53577720	53578570	#3120:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53578570	53579420	#3121:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53579420	53580270	#3122:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53580270	53581120	#3123:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53581120	53581970	#3124:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53581970	53582819	#3125:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53582819	53583669	#3126:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53583669	53584519	#3127:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53584519	53584684	#3128:S3C11H1L.1	1	(31, 119, 180)
chr11_hap2	53584855	53585367	#3129:S3C11H1L.3-5	3	(31, 119, 180)
chr11_hap2	53585367	53586217	#3130:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53586217	53587067	#3131:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53587067	53587917	#3132:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53587917	53588767	#3133:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53588767	53589617	#3134:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53589617	53590467	#3135:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53590467	53591317	#3136:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53591317	53592167	#3137:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53592167	53593017	#3138:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53593017	53593867	#3139:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53593867	53594717	#3140:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53594717	53595567	#3141:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53595567	53596417	#3142:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53596417	53597267	#3143:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53597267	53598117	#3144:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53598117	53598967	#3145:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53598967	53599817	#3146:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53599817	53600666	#3147:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53600666	53601516	#3148:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53601516	53602366	#3149:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53602366	53603216	#3150:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53603216	53604066	#3151:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53604066	53604915	#3152:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53604915	53605764	#3153:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53605764	53606614	#3154:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53606614	53607463	#3155:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53607463	53608314	#3156:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53608314	53609163	#3157:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53609163	53610014	#3158:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53610014	53610864	#3159:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53610864	53611714	#3160:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53611714	53612564	#3161:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53612564	53613415	#3162:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53613415	53614265	#3163:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53614265	53615114	#3164:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53615114	53615964	#3165:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53615964	53616809	#3166:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53616809	53617659	#3167:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53617659	53618509	#3168:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53618509	53619358	#3169:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53619358	53620208	#3170:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53620208	53621057	#3171:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53621057	53621906	#3172:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53621906	53622756	#3173:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53622756	53623605	#3174:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53623605	53624455	#3175:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53624455	53625305	#3176:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53625305	53626154	#3177:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53626154	53627004	#3178:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53627004	53627853	#3179:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53627853	53628703	#3180:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53628703	53629552	#3181:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53629552	53630402	#3182:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53630402	53631251	#3183:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53631251	53632101	#3184:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53632101	53632950	#3185:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53632950	53633799	#3186:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53633799	53634649	#3187:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53634649	53635498	#3188:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53635498	53636348	#3189:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53636348	53637198	#3190:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53637198	53638048	#3191:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53638048	53638897	#3192:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53638897	53639747	#3193:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53639747	53640597	#3194:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53640597	53641446	#3195:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53641446	53642296	#3196:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53642296	53643146	#3197:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53643146	53643995	#3198:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53643995	53644845	#3199:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53644845	53645694	#3200:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53645694	53646544	#3201:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53646544	53647393	#3202:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53647393	53648242	#3203:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53648242	53649092	#3204:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53649092	53649941	#3205:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53649941	53650791	#3206:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53650791	53651640	#3207:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53651640	53652490	#3208:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53652490	53653340	#3209:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53653340	53654189	#3210:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53654189	53655039	#3211:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53655039	53655888	#3212:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53655888	53656738	#3213:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53656738	53657587	#3214:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53657587	53658437	#3215:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53658437	53659287	#3216:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53659287	53660137	#3217:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53660137	53660987	#3218:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53660987	53661837	#3219:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53661837	53662686	#3220:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53662686	53663537	#3221:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53663537	53664387	#3222:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53664387	53665237	#3223:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53665237	53666087	#3224:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53666087	53666937	#3225:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53666937	53667787	#3226:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53667787	53668636	#3227:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53668636	53669486	#3228:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53669486	53670336	#3229:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53670336	53671185	#3230:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53671185	53672035	#3231:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53672035	53672884	#3232:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53672884	53673734	#3233:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53673734	53674584	#3234:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53674584	53675434	#3235:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53675434	53676283	#3236:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53676283	53677133	#3237:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53677133	53677982	#3238:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53677982	53678832	#3239:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53678832	53679681	#3240:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53679681	53680531	#3241:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53680531	53681381	#3242:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53681381	53682231	#3243:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53682231	53683081	#3244:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53683081	53683931	#3245:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53683931	53684780	#3246:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53684780	53685630	#3247:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53685630	53686479	#3248:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53686479	53687329	#3249:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53687329	53688179	#3250:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53688179	53689028	#3251:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53689028	53689878	#3252:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53689878	53690728	#3253:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53690728	53691578	#3254:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53691578	53692428	#3255:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53692428	53693278	#3256:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53693278	53694127	#3257:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53694127	53694978	#3258:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53694978	53695828	#3259:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53695828	53696678	#3260:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53696678	53697528	#3261:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53697528	53698377	#3262:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53698377	53699228	#3263:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53699228	53700078	#3264:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53700078	53700928	#3265:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53700928	53701778	#3266:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53701778	53702628	#3267:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53702628	53703477	#3268:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53703477	53704327	#3269:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53704327	53705177	#3270:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53705177	53706027	#3271:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53706027	53706877	#3272:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53706877	53707727	#3273:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53707727	53708577	#3274:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53708577	53709427	#3275:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53709427	53710277	#3276:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53710277	53711127	#3277:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53711127	53711977	#3278:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53711977	53712827	#3279:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53712827	53713677	#3280:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53713677	53714527	#3281:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53714527	53715377	#3282:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53715377	53716227	#3283:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53716227	53717077	#3284:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53717077	53717927	#3285:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53717927	53718777	#3286:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53718777	53719626	#3287:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53719626	53720475	#3288:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53720475	53721324	#3289:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53721324	53722174	#3290:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53722174	53723024	#3291:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53723024	53723874	#3292:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53723874	53724724	#3293:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53724724	53725573	#3294:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53725573	53726422	#3295:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53726422	53727271	#3296:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53727271	53728121	#3297:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53728121	53728971	#3298:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53728971	53729821	#3299:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53729821	53730671	#3300:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53730671	53731521	#3301:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53731521	53732371	#3302:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53732371	53733220	#3303:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53733220	53734071	#3304:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53734071	53734921	#3305:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53734921	53735088	#3306:S3C11H1L.1	1	(31, 119, 180)
chr11_hap2	53735259	53735771	#3307:S3C11H1L.3-5	3	(31, 119, 180)
chr11_hap2	53735771	53736621	#3308:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53736621	53737470	#3309:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53737470	53738320	#3310:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53738320	53739170	#3311:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53739170	53740020	#3312:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53740020	53740870	#3313:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53740870	53741720	#3314:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53741720	53742570	#3315:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53742570	53743419	#3316:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53743419	53744268	#3317:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53744268	53745118	#3318:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53745118	53745968	#3319:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53745968	53746817	#3320:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53746817	53747665	#3321:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53747665	53748515	#3322:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53748515	53749365	#3323:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53749365	53750214	#3324:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53750214	53751064	#3325:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53751064	53751914	#3326:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53751914	53752764	#3327:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53752764	53753610	#3328:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53753610	53754463	#3329:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53754463	53755311	#3330:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53755311	53756160	#3331:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53756160	53757009	#3332:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53757009	53757859	#3333:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53757859	53758707	#3334:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53758707	53759558	#3335:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53759558	53760406	#3336:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53760406	53761253	#3337:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53761253	53762104	#3338:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53762104	53762952	#3339:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53762952	53763801	#3340:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53763801	53764650	#3341:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53764650	53765500	#3342:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53765500	53766348	#3343:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53766348	53767199	#3344:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53767199	53768047	#3345:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53768047	53768894	#3346:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53768894	53769745	#3347:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53769745	53770594	#3348:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53770594	53771445	#3349:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53771445	53772294	#3350:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53772294	53773143	#3351:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53773143	53773994	#3352:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53773994	53774844	#3353:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53774844	53775690	#3354:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53775690	53776543	#3355:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53776543	53777390	#3356:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53777390	53778241	#3357:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53778241	53779090	#3358:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53779090	53779941	#3359:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53779941	53780790	#3360:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53780790	53781639	#3361:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53781639	53782490	#3362:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53782490	53783340	#3363:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53783340	53784186	#3364:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53784186	53785039	#3365:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53785039	53785887	#3366:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53785887	53786735	#3367:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53786735	53787583	#3368:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53787583	53788434	#3369:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53788434	53789282	#3370:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53789282	53790132	#3371:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53790132	53790979	#3372:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53790979	53791830	#3373:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53791830	53792680	#3374:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53792680	53793526	#3375:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53793526	53794379	#3376:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53794379	53795227	#3377:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53795227	53796075	#3378:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53796075	53796926	#3379:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53796926	53797774	#3380:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53797774	53798624	#3381:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53798624	53799471	#3382:S3C11H1L.1-5	5	(174, 199, 232)
chr11_hap2	53799471	53800322	#3383:S3C11H1L.1-5	5	(174, 199, 232)
